set_id,label,url,cards_status,reason
729729886,https://quizlet.com/729729886/os-c1-wb-m1-language-knowledge-flash-cards/?new,https://quizlet.com/729729886/os-c1-wb-m1-language-knowledge-flash-cards/?new,blocked,Quizlet human-verification challenge loop
835311495,https://quizlet.com/835311495/os-c1-wb-m1-language-knowledge-ex-5-sentences-7-12-p14-flash-cards/?new,https://quizlet.com/835311495/os-c1-wb-m1-language-knowledge-ex-5-sentences-7-12-p14-flash-cards/?new,blocked,Quizlet human-verification challenge loop
735996625,https://quizlet.com/735996625/os-c1-sb-m2-intro-p23-flash-cards/,https://quizlet.com/735996625/os-c1-sb-m2-intro-p23-flash-cards/,blocked,Quizlet human-verification challenge loop
736221279,https://quizlet.com/736221279/os-c1-sb-m2-2a-reading-pp24-25-flash-cards/?new,https://quizlet.com/736221279/os-c1-sb-m2-2a-reading-pp24-25-flash-cards/?new,blocked,Quizlet human-verification challenge loop
838147758,https://quizlet.com/838147758/os-c1-sb-m2-vocabulary-ex3-4-pp26-flash-cards/?new,https://quizlet.com/838147758/os-c1-sb-m2-vocabulary-ex3-4-pp26-flash-cards/?new,blocked,Quizlet human-verification challenge loop
736273091,https://quizlet.com/736273091/os-c1-sb-m2-2b-vocabulary-ex1-2-5-11-pp26-27-flash-cards/,https://quizlet.com/736273091/os-c1-sb-m2-2b-vocabulary-ex1-2-5-11-pp26-27-flash-cards/,blocked,Quizlet human-verification challenge loop
736357083,https://quizlet.com/736357083/os-c1-sb-m2-2c-2d-2e-grammar-speaking-listening-pp28-31-flash-cards/?new,https://quizlet.com/736357083/os-c1-sb-m2-2c-2d-2e-grammar-speaking-listening-pp28-31-flash-cards/?new,blocked,Quizlet human-verification challenge loop
736722854,https://quizlet.com/736722854/os-c1-sb-m2-2f-writing-pp32-25-flash-cards/?new,https://quizlet.com/736722854/os-c1-sb-m2-2f-writing-pp32-25-flash-cards/?new,blocked,Quizlet human-verification challenge loop
736731049,https://quizlet.com/736731049/os-c1-sb-m2-language-knowledge-2-pp36-37-flash-cards/,https://quizlet.com/736731049/os-c1-sb-m2-language-knowledge-2-pp36-37-flash-cards/,blocked,Quizlet human-verification challenge loop
840458431,https://quizlet.com/840458431/os-c1-sb-m2-language-knowledge-ex-5-sentences-7-12-p37-flash-cards/?new,https://quizlet.com/840458431/os-c1-sb-m2-language-knowledge-ex-5-sentences-7-12-p37-flash-cards/?new,blocked,Quizlet human-verification challenge loop
738586755,https://quizlet.com/738586755/os-c1-sb-m2-language-focus-2-p38-flash-cards/?new,https://quizlet.com/738586755/os-c1-sb-m2-language-focus-2-p38-flash-cards/?new,blocked,Quizlet human-verification challenge loop
741459159,https://quizlet.com/741459159/os-c1-wb-m2-2a-reading-pp16-17-flash-cards/?new,https://quizlet.com/741459159/os-c1-wb-m2-2a-reading-pp16-17-flash-cards/?new,blocked,Quizlet human-verification challenge loop
741526600,https://quizlet.com/741526600/os-c1-wb-m2-2b-vocabulary-pp18-19-flash-cards/?new,https://quizlet.com/741526600/os-c1-wb-m2-2b-vocabulary-pp18-19-flash-cards/?new,blocked,Quizlet human-verification challenge loop
741663493,https://quizlet.com/741663493/os-c1-wb-m2-grammar-in-use-grammar-revision-listening-speaking-writing-skills-work-flash-cards/?new,https://quizlet.com/741663493/os-c1-wb-m2-grammar-in-use-grammar-revision-listening-speaking-writing-skills-work-flash-cards/?new,blocked,Quizlet human-verification challenge loop
741671719,https://quizlet.com/741671719/os-c1-wb-m2-language-knowledge-pp26-27-flash-cards/?new,https://quizlet.com/741671719/os-c1-wb-m2-language-knowledge-pp26-27-flash-cards/?new,blocked,Quizlet human-verification challenge loop
847198015,https://quizlet.com/847198015/os-c1-wb-m2-language-knowledge-ex5-sentences-7-12-p27-flash-cards/?new,https://quizlet.com/847198015/os-c1-wb-m2-language-knowledge-ex5-sentences-7-12-p27-flash-cards/?new,blocked,Quizlet human-verification challenge loop
749244932,https://quizlet.com/749244932/os-c1-sb-m3-intro-flash-cards/?new,https://quizlet.com/749244932/os-c1-sb-m3-intro-flash-cards/?new,blocked,Quizlet human-verification challenge loop
749276722,https://quizlet.com/749276722/os-c1-sb-m3-reading-part-1-ex1-2-p42-flash-cards/,https://quizlet.com/749276722/os-c1-sb-m3-reading-part-1-ex1-2-p42-flash-cards/,blocked,Quizlet human-verification challenge loop
749279375,https://quizlet.com/749279375/os-c1-sb-m3-reading-part-2-ex2-partly-3-6-p43-flash-cards/,https://quizlet.com/749279375/os-c1-sb-m3-reading-part-2-ex2-partly-3-6-p43-flash-cards/,blocked,Quizlet human-verification challenge loop
749372916,https://quizlet.com/749372916/flash-cards/,https://quizlet.com/749372916/flash-cards/,blocked,Quizlet human-verification challenge loop
749374387,https://quizlet.com/749374387/flash-cards/?new,https://quizlet.com/749374387/flash-cards/?new,blocked,Quizlet human-verification challenge loop
749376567,https://quizlet.com/749376567/os-c1-sb-m3-vocabulary-part-3-ex9-10-p45-flash-cards/?new,https://quizlet.com/749376567/os-c1-sb-m3-vocabulary-part-3-ex9-10-p45-flash-cards/?new,blocked,Quizlet human-verification challenge loop
749379421,https://quizlet.com/749379421/os-c1-sb-m3-grammar-in-use-listening-speaking-all-ex-pp46-49-flash-cards/,https://quizlet.com/749379421/os-c1-sb-m3-grammar-in-use-listening-speaking-all-ex-pp46-49-flash-cards/,blocked,Quizlet human-verification challenge loop
750327338,https://quizlet.com/750327338/os-c1-sb-m3-writing-flash-cards/?new,https://quizlet.com/750327338/os-c1-sb-m3-writing-flash-cards/?new,blocked,Quizlet human-verification challenge loop
750375457,https://quizlet.com/750375457/os-c1-sb-m3-language-knowledge-ex5-1-6-p55-flash-cards/,https://quizlet.com/750375457/os-c1-sb-m3-language-knowledge-ex5-1-6-p55-flash-cards/,blocked,Quizlet human-verification challenge loop
750380192,https://quizlet.com/750380192/os-c1-sb-m3-language-knowledge-ex57-13-p55-flash-cards/,https://quizlet.com/750380192/os-c1-sb-m3-language-knowledge-ex57-13-p55-flash-cards/,blocked,Quizlet human-verification challenge loop
750466567,https://quizlet.com/750466567/os-c1-sb-m3-language-focus-flash-cards/?new,https://quizlet.com/750466567/os-c1-sb-m3-language-focus-flash-cards/?new,blocked,Quizlet human-verification challenge loop
752673401,https://quizlet.com/752673401/os-c1-wb-m3-reading-3a-pp-28-29-flash-cards/?new,https://quizlet.com/752673401/os-c1-wb-m3-reading-3a-pp-28-29-flash-cards/?new,blocked,Quizlet human-verification challenge loop
752699046,https://quizlet.com/752699046/os-c1-wb-m3-vocabulary-3b-pp30-31-flash-cards/?new,https://quizlet.com/752699046/os-c1-wb-m3-vocabulary-3b-pp30-31-flash-cards/?new,blocked,Quizlet human-verification challenge loop
752708771,https://quizlet.com/752708771/os-c1-wb-m3-grammar-in-use-3c-pp-32-33-flash-cards/?new,https://quizlet.com/752708771/os-c1-wb-m3-grammar-in-use-3c-pp-32-33-flash-cards/?new,blocked,Quizlet human-verification challenge loop
752710307,https://quizlet.com/752710307/os-c1-wb-m3-listening-p34-flash-cards/?new,https://quizlet.com/752710307/os-c1-wb-m3-listening-p34-flash-cards/?new,blocked,Quizlet human-verification challenge loop
752711862,https://quizlet.com/752711862/os-c1-wb-m3-speaking-p35-flash-cards/?new,https://quizlet.com/752711862/os-c1-wb-m3-speaking-p35-flash-cards/?new,blocked,Quizlet human-verification challenge loop
752714721,https://quizlet.com/752714721/os-c1-wb-m3-skills-work-p37-flash-cards/?new,https://quizlet.com/752714721/os-c1-wb-m3-skills-work-p37-flash-cards/?new,blocked,Quizlet human-verification challenge loop
752887613,https://quizlet.com/752887613/os-c1-wb-m3-language-knowledge-ex1-3-p38-flash-cards/,https://quizlet.com/752887613/os-c1-wb-m3-language-knowledge-ex1-3-p38-flash-cards/,blocked,Quizlet human-verification challenge loop
752929629,https://quizlet.com/752929629/os-c1-wb-m3-language-knowledge-ex5-from-1-to-6-included-p39-flash-cards/,https://quizlet.com/752929629/os-c1-wb-m3-language-knowledge-ex5-from-1-to-6-included-p39-flash-cards/,blocked,Quizlet human-verification challenge loop
752927768,https://quizlet.com/752927768/os-c1-wb-m3-language-knowledge-ex5-from-7-to-12-p39-flash-cards/,https://quizlet.com/752927768/os-c1-wb-m3-language-knowledge-ex5-from-7-to-12-p39-flash-cards/,blocked,Quizlet human-verification challenge loop
759414345,https://quizlet.com/759414345/os-c1-sb-m4-intro-flash-cards/?new,https://quizlet.com/759414345/os-c1-sb-m4-intro-flash-cards/?new,blocked,Quizlet human-verification challenge loop
759439452,https://quizlet.com/759439452/os-c1-sb-m4-reading-flash-cards/?new,https://quizlet.com/759439452/os-c1-sb-m4-reading-flash-cards/?new,blocked,Quizlet human-verification challenge loop
759447370,https://quizlet.com/759447370/os-c1-sb-m4-vocabulary-ex1-5-p62-flash-cards/,https://quizlet.com/759447370/os-c1-sb-m4-vocabulary-ex1-5-p62-flash-cards/,blocked,Quizlet human-verification challenge loop
759478114,https://quizlet.com/759478114/os-c1-sb-m4-vocabulary-ex-6-7-8-12-p63-flash-cards/,https://quizlet.com/759478114/os-c1-sb-m4-vocabulary-ex-6-7-8-12-p63-flash-cards/,blocked,Quizlet human-verification challenge loop
759479661,https://quizlet.com/759479661/os-c1-sb-m4-vocabulary-ex10-p63-flash-cards/,https://quizlet.com/759479661/os-c1-sb-m4-vocabulary-ex10-p63-flash-cards/,blocked,Quizlet human-verification challenge loop
759479207,https://quizlet.com/759479207/os-c1-sb-m4-vocabulary-ex11-p63-flash-cards/,https://quizlet.com/759479207/os-c1-sb-m4-vocabulary-ex11-p63-flash-cards/,blocked,Quizlet human-verification challenge loop
759480460,https://quizlet.com/759480460/os-c1-sb-m4-grammar-in-use-flash-cards/?new,https://quizlet.com/759480460/os-c1-sb-m4-grammar-in-use-flash-cards/?new,blocked,Quizlet human-verification challenge loop
759510597,https://quizlet.com/759510597/os-c1-sb-m4-listening-flash-cards/?new,https://quizlet.com/759510597/os-c1-sb-m4-listening-flash-cards/?new,blocked,Quizlet human-verification challenge loop
759513068,https://quizlet.com/759513068/os-c1-sb-m4-speaking-flash-cards/?new,https://quizlet.com/759513068/os-c1-sb-m4-speaking-flash-cards/?new,blocked,Quizlet human-verification challenge loop
761635650,https://quizlet.com/761635650/os-c1-sb-m4-writing-flash-cards/?new,https://quizlet.com/761635650/os-c1-sb-m4-writing-flash-cards/?new,blocked,Quizlet human-verification challenge loop
761703227,https://quizlet.com/761703227/os-c1-sb-m4-language-knowledge-ex4-1-7-p73-flash-cards/,https://quizlet.com/761703227/os-c1-sb-m4-language-knowledge-ex4-1-7-p73-flash-cards/,blocked,Quizlet human-verification challenge loop
761703657,https://quizlet.com/761703657/os-c1-sb-m4-language-knowledge-ex4-8-14-p73-flash-cards/,https://quizlet.com/761703657/os-c1-sb-m4-language-knowledge-ex4-8-14-p73-flash-cards/,blocked,Quizlet human-verification challenge loop
761715250,https://quizlet.com/761715250/os-c1-sb-m4-language-focus-flash-cards/?new,https://quizlet.com/761715250/os-c1-sb-m4-language-focus-flash-cards/?new,blocked,Quizlet human-verification challenge loop
763809980,https://quizlet.com/763809980/os-c1-wb-m4-reading-flash-cards/?new,https://quizlet.com/763809980/os-c1-wb-m4-reading-flash-cards/?new,blocked,Quizlet human-verification challenge loop
763818412,https://quizlet.com/763818412/os-c1-wb-m4-vocabulary-flash-cards/?new,https://quizlet.com/763818412/os-c1-wb-m4-vocabulary-flash-cards/?new,blocked,Quizlet human-verification challenge loop
763840501,https://quizlet.com/763840501/os-c1-wb-m4-grammar-in-use-flash-cards/?new,https://quizlet.com/763840501/os-c1-wb-m4-grammar-in-use-flash-cards/?new,blocked,Quizlet human-verification challenge loop
763842930,https://quizlet.com/763842930/os-c1-wb-m4-speaking-flash-cards/?new,https://quizlet.com/763842930/os-c1-wb-m4-speaking-flash-cards/?new,blocked,Quizlet human-verification challenge loop
763844327,https://quizlet.com/763844327/os-c1-wb-m4-skills-work-flash-cards/?new,https://quizlet.com/763844327/os-c1-wb-m4-skills-work-flash-cards/?new,blocked,Quizlet human-verification challenge loop
766131451,https://quizlet.com/766131451/os-c1-wb-m4-language-knowledge-ex1-p50-flash-cards/,https://quizlet.com/766131451/os-c1-wb-m4-language-knowledge-ex1-p50-flash-cards/,blocked,Quizlet human-verification challenge loop
766135049,https://quizlet.com/766135049/os-c1-wb-m4-language-knowledge-ex5-p51-flash-cards/?new,https://quizlet.com/766135049/os-c1-wb-m4-language-knowledge-ex5-p51-flash-cards/?new,blocked,Quizlet human-verification challenge loop
768469471,https://quizlet.com/768469471/os-c1-sb-m5-intro-flash-cards/?new ,https://quizlet.com/768469471/os-c1-sb-m5-intro-flash-cards/?new,blocked,Quizlet human-verification challenge loop
768514376,https://quizlet.com/768514376/os-c1-sb-m5-reading-ex1-p78-flash-cards/?funnelUUID=8c7b7244-4c19-4e80-8a0c-a6874dde23da,https://quizlet.com/768514376/os-c1-sb-m5-reading-ex1-p78-flash-cards/?funnelUUID=8c7b7244-4c19-4e80-8a0c-a6874dde23da,blocked,Quizlet human-verification challenge loop
768517143,https://quizlet.com/768517143/os-c1-sb-m5-reading-ex2-p78-flash-cards/?new,https://quizlet.com/768517143/os-c1-sb-m5-reading-ex2-p78-flash-cards/?new,blocked,Quizlet human-verification challenge loop
768473041,https://quizlet.com/768473041/os-c1-sb-m5-reading-ex2-3-pp78-79-part-2-flash-cards/?funnelUUID=2b46c563-0def-43cb-834a-5f116341d0c8,https://quizlet.com/768473041/os-c1-sb-m5-reading-ex2-3-pp78-79-part-2-flash-cards/?funnelUUID=2b46c563-0def-43cb-834a-5f116341d0c8,blocked,Quizlet human-verification challenge loop
768521486,https://quizlet.com/768521486/os-c1-sb-m5-reading-ex4-p79-flash-cards/?new,https://quizlet.com/768521486/os-c1-sb-m5-reading-ex4-p79-flash-cards/?new,blocked,Quizlet human-verification challenge loop
768619053,https://quizlet.com/768619053/os-c1-sb-m5-vocabulary-ex3-p80-flash-cards/,https://quizlet.com/768619053/os-c1-sb-m5-vocabulary-ex3-p80-flash-cards/,blocked,Quizlet human-verification challenge loop
768911359,https://quizlet.com/768911359/os-c1-sb-m5-vocabulary-ex4-p80-flash-cards/?new,https://quizlet.com/768911359/os-c1-sb-m5-vocabulary-ex4-p80-flash-cards/?new,blocked,Quizlet human-verification challenge loop
768536999,https://quizlet.com/768536999/os-c1-sb-m5-vocabulary-ex5-8-11-pp80-81-flash-cards/,https://quizlet.com/768536999/os-c1-sb-m5-vocabulary-ex5-8-11-pp80-81-flash-cards/,blocked,Quizlet human-verification challenge loop
769014932,https://quizlet.com/769014932/os-c1-sb-m5-vocabulary-ex-9-and-10-p81-flash-cards/?new,https://quizlet.com/769014932/os-c1-sb-m5-vocabulary-ex-9-and-10-p81-flash-cards/?new,blocked,Quizlet human-verification challenge loop
769023363,https://quizlet.com/769023363/os-c1-sb-m5-grammar-in-use-flash-cards/?new,https://quizlet.com/769023363/os-c1-sb-m5-grammar-in-use-flash-cards/?new,blocked,Quizlet human-verification challenge loop
769043025,https://quizlet.com/769043025/os-c1-sb-m5-listening-flash-cards/?new,https://quizlet.com/769043025/os-c1-sb-m5-listening-flash-cards/?new,blocked,Quizlet human-verification challenge loop
770926055,https://quizlet.com/770926055/os-c1-sb-m5-speaking-flash-cards/?new,https://quizlet.com/770926055/os-c1-sb-m5-speaking-flash-cards/?new,blocked,Quizlet human-verification challenge loop
773251645,https://quizlet.com/773251645/os-c1-sb-m5-writing-flash-cards/?new,https://quizlet.com/773251645/os-c1-sb-m5-writing-flash-cards/?new,blocked,Quizlet human-verification challenge loop
773359868,https://quizlet.com/773359868/os-c1-sb-m5-language-knowledge-ex1-p90-flash-cards/?new,https://quizlet.com/773359868/os-c1-sb-m5-language-knowledge-ex1-p90-flash-cards/?new,blocked,Quizlet human-verification challenge loop
773367050,https://quizlet.com/773367050/os-c1-sb-m5-language-knowledge-ex5-examples-1-7-p91-flash-cards/?new,https://quizlet.com/773367050/os-c1-sb-m5-language-knowledge-ex5-examples-1-7-p91-flash-cards/?new,blocked,Quizlet human-verification challenge loop
773263456,https://quizlet.com/773263456/os-c1-sb-m5-language-knowledge-ex5-examples-8-14-p91-flash-cards/,https://quizlet.com/773263456/os-c1-sb-m5-language-knowledge-ex5-examples-8-14-p91-flash-cards/,blocked,Quizlet human-verification challenge loop
773502237,https://quizlet.com/773502237/os-c1-sb-m5-language-focus-flash-cards/?new,https://quizlet.com/773502237/os-c1-sb-m5-language-focus-flash-cards/?new,blocked,Quizlet human-verification challenge loop
775601646,https://quizlet.com/775601646/os-c1-wb-m5-reading-flash-cards/?new,https://quizlet.com/775601646/os-c1-wb-m5-reading-flash-cards/?new,blocked,Quizlet human-verification challenge loop
775760099,https://quizlet.com/775760099/os-c1-wb-m5-vocabulary-ex6-7-p55-flash-cards/?new,https://quizlet.com/775760099/os-c1-wb-m5-vocabulary-ex6-7-p55-flash-cards/?new,blocked,Quizlet human-verification challenge loop
775765040,https://quizlet.com/775765040/os-c1-wb-m5-grammar-in-use-grammar-revision-listening-writing-skills-work-flash-cards/?new,https://quizlet.com/775765040/os-c1-wb-m5-grammar-in-use-grammar-revision-listening-writing-skills-work-flash-cards/?new,blocked,Quizlet human-verification challenge loop
,https://quizlet.com/ru/768911359/os-c1-sb-m5-vocabulary-ex4-p80-flash-cards/?new=,https://quizlet.com/ru/768911359/os-c1-sb-m5-vocabulary-ex4-p80-flash-cards/?new=,blocked,Quizlet human-verification challenge loop
778224238,https://quizlet.com/778224238/os-c1-wb-m5-language-knowledge-flash-cards/?new,https://quizlet.com/778224238/os-c1-wb-m5-language-knowledge-flash-cards/?new,blocked,Quizlet human-verification challenge loop
785210499,https://quizlet.com/785210499/os-c1-sb-m6-intro-flash-cards/?new,https://quizlet.com/785210499/os-c1-sb-m6-intro-flash-cards/?new,blocked,Quizlet human-verification challenge loop
785251040,https://quizlet.com/785251040/os-c1-sb-m6-reading-flash-cards/?new,https://quizlet.com/785251040/os-c1-sb-m6-reading-flash-cards/?new,blocked,Quizlet human-verification challenge loop
785747784,https://quizlet.com/785747784/os-c1-sb-m6-vocabulary-ex3-4-p98-flash-cards/?funnelUUID=c530db2e-c3f5-42b5-8833-9a4c2ff458b8,https://quizlet.com/785747784/os-c1-sb-m6-vocabulary-ex3-4-p98-flash-cards/?funnelUUID=c530db2e-c3f5-42b5-8833-9a4c2ff458b8,blocked,Quizlet human-verification challenge loop
785753524,https://quizlet.com/785753524/os-c1-sb-m6-vocabulary-ex6-7-10-p99-flash-cards/,https://quizlet.com/785753524/os-c1-sb-m6-vocabulary-ex6-7-10-p99-flash-cards/,blocked,Quizlet human-verification challenge loop
785767468,https://quizlet.com/785767468/os-c1-sb-m6-vocabulary-ex8-9-p99-flash-cards/?new,https://quizlet.com/785767468/os-c1-sb-m6-vocabulary-ex8-9-p99-flash-cards/?new,blocked,Quizlet human-verification challenge loop
785775961,https://quizlet.com/785775961/os-c1-sb-m6-grammar-in-use-flash-cards/?new,https://quizlet.com/785775961/os-c1-sb-m6-grammar-in-use-flash-cards/?new,blocked,Quizlet human-verification challenge loop
785778637,https://quizlet.com/785778637/os-c1-sb-m6-listening-flash-cards/,https://quizlet.com/785778637/os-c1-sb-m6-listening-flash-cards/,blocked,Quizlet human-verification challenge loop
788212000,https://quizlet.com/788212000/os-c1-sb-m6-speaking-flash-cards/?new,https://quizlet.com/788212000/os-c1-sb-m6-speaking-flash-cards/?new,blocked,Quizlet human-verification challenge loop
788214253,https://quizlet.com/788214253/os-c1-sb-m6-writing-flash-cards/?new,https://quizlet.com/788214253/os-c1-sb-m6-writing-flash-cards/?new,blocked,Quizlet human-verification challenge loop
788596590,https://quizlet.com/788596590/os-c1-sb-m6-language-knowledge-ex5-sentences-1-7-p109-flash-cards/?new=,https://quizlet.com/788596590/os-c1-sb-m6-language-knowledge-ex5-sentences-1-7-p109-flash-cards/?new=,blocked,Quizlet human-verification challenge loop
788596416,https://quizlet.com/788596416/flash-cards/?funnelUUID=0b9f48ab-1f96-48fa-858f-681a6043e55b,https://quizlet.com/788596416/flash-cards/?funnelUUID=0b9f48ab-1f96-48fa-858f-681a6043e55b,blocked,Quizlet human-verification challenge loop
788622887,https://quizlet.com/788622887/os-c1-sb-m6-language-focus-flash-cards/?new,https://quizlet.com/788622887/os-c1-sb-m6-language-focus-flash-cards/?new,blocked,Quizlet human-verification challenge loop
789652594,https://quizlet.com/789652594/os-c1-wb-m6-reading-flash-cards/,https://quizlet.com/789652594/os-c1-wb-m6-reading-flash-cards/,blocked,Quizlet human-verification challenge loop
789787366,https://quizlet.com/789787366/os-c1-wb-m6-vocabulary-flash-cards/,https://quizlet.com/789787366/os-c1-wb-m6-vocabulary-flash-cards/,blocked,Quizlet human-verification challenge loop
790070166,https://quizlet.com/790070166/os-c1-wb-m6-grammar-in-use-flash-cards/?new,https://quizlet.com/790070166/os-c1-wb-m6-grammar-in-use-flash-cards/?new,blocked,Quizlet human-verification challenge loop
790080470,https://quizlet.com/790080470/os-c1-wb-m6-listening-flash-cards/?new,https://quizlet.com/790080470/os-c1-wb-m6-listening-flash-cards/?new,blocked,Quizlet human-verification challenge loop
791267209,https://quizlet.com/791267209/os-c1-wb-m6-speaking-flash-cards/?new,https://quizlet.com/791267209/os-c1-wb-m6-speaking-flash-cards/?new,blocked,Quizlet human-verification challenge loop
791268122,https://quizlet.com/791268122/os-c1-wb-m6-writing-flash-cards/?new,https://quizlet.com/791268122/os-c1-wb-m6-writing-flash-cards/?new,blocked,Quizlet human-verification challenge loop
791269041,https://quizlet.com/791269041/os-c1-wb-m6-skills-work-flash-cards/?new,https://quizlet.com/791269041/os-c1-wb-m6-skills-work-flash-cards/?new,blocked,Quizlet human-verification challenge loop
791289867,https://quizlet.com/791289867/os-c1-wb-m6-language-knowledge-ex1-p74-flash-cards/?new,https://quizlet.com/791289867/os-c1-wb-m6-language-knowledge-ex1-p74-flash-cards/?new,blocked,Quizlet human-verification challenge loop
791272604,https://quizlet.com/791272604/os-c1-wb-m6-language-knowledge-ex2-4-ex5-sentences-1-6-pp74-75-flash-cards/,https://quizlet.com/791272604/os-c1-wb-m6-language-knowledge-ex2-4-ex5-sentences-1-6-pp74-75-flash-cards/,blocked,Quizlet human-verification challenge loop
791292033,https://quizlet.com/791292033/os-c1-wb-m6-language-knowledge-ex5-sentences-7-12-p75-flash-cards/?new,https://quizlet.com/791292033/os-c1-wb-m6-language-knowledge-ex5-sentences-7-12-p75-flash-cards/?new,blocked,Quizlet human-verification challenge loop
796799199,https://quizlet.com/796799199/os-c1-sb-m7-intro-flash-cards/?new,https://quizlet.com/796799199/os-c1-sb-m7-intro-flash-cards/?new,blocked,Quizlet human-verification challenge loop
796809100,https://quizlet.com/796809100/os-c1-sb-m7-reading-flash-cards/?new,https://quizlet.com/796809100/os-c1-sb-m7-reading-flash-cards/?new,blocked,Quizlet human-verification challenge loop
796898267,https://quizlet.com/796898267/os-c1-sb-m7-vocabulary-flash-cards/,https://quizlet.com/796898267/os-c1-sb-m7-vocabulary-flash-cards/,blocked,Quizlet human-verification challenge loop
797074692,https://quizlet.com/797074692/os-c1-sb-m7-vocabulary-ex-9-10-p117-flash-cards/?new,https://quizlet.com/797074692/os-c1-sb-m7-vocabulary-ex-9-10-p117-flash-cards/?new,blocked,Quizlet human-verification challenge loop
796866769,https://quizlet.com/796866769/os-c1-sb-m7-grammar-in-use-flash-cards/?new,https://quizlet.com/796866769/os-c1-sb-m7-grammar-in-use-flash-cards/?new,blocked,Quizlet human-verification challenge loop
796879109,https://quizlet.com/796879109/os-c1-sb-m7-listening-flash-cards/?new,https://quizlet.com/796879109/os-c1-sb-m7-listening-flash-cards/?new,blocked,Quizlet human-verification challenge loop
796895749,https://quizlet.com/796895749/os-c1-sb-m7-speaking-flash-cards/?new,https://quizlet.com/796895749/os-c1-sb-m7-speaking-flash-cards/?new,blocked,Quizlet human-verification challenge loop
798769099,https://quizlet.com/798769099/os-c1-sb-m7-writing-flash-cards/?new,https://quizlet.com/798769099/os-c1-sb-m7-writing-flash-cards/?new,blocked,Quizlet human-verification challenge loop
799127174,https://quizlet.com/799127174/os-c1-sb-m7-ex1-p126-flash-cards/?new,https://quizlet.com/799127174/os-c1-sb-m7-ex1-p126-flash-cards/?new,blocked,Quizlet human-verification challenge loop
